title,key,tempo
the-chainsmokers-coldplay-something-just-like-this-lyric-(mp3convert.org).mp3,D major,103.359375
twenty-one-pilots-chlorine-official-video-(mp3convert.org).mp3,C# major,90.66611842105263
twenty-one-pilots-heathens-from-suicide-squad-the-album-official-video-(mp3convert.org).mp3,E minor,90.66611842105263
uni-verse.mp3,D minor,122.28260869565217
vaundy-music-video-(mp3convert.org).mp3,D major,151.99908088235293
wanting-you-exist-in-my-song-trad-chinese-official-music-video-(mp3convert.org).mp3,G# minor,135.99917763157896
yoasobi-official-music-video-(mp3convert.org)(1).mp3,G# major,178.20581896551724
yoasobi-official-music-video-(mp3convert.org).mp3,A minor,84.72079918032787
グッバイ宣言.mp3,G minor,170.45454545454547
シル・ヴ・プレジデント.mp3,G# major,175.78125
メルト.mp3,D major,170.45454545454547
メロウ.mp3,D# major,96.98275862068965
ローリンガール.mp3.mp3,D major,96.98275862068965
你不是真正的快樂.mp3.mp3,B minor,165.44117647058823
再見.mp3,G minor,137.1951219512195
到此一遊.mp3,F minor,90.7258064516129
哪里都是你.mp3,F major,130.8139534883721
巨輪.mp3,D# major,140.625
年少無知.mp3,G major,77.05479452054794
張保仔.mp3,B minor,89.28571428571429
暗恋是一个人的事情.mp3.mp3,D major,122.28260869565217
最真心一對.mp3,A major,140.625
有点坏.mp3,E major,104.16666666666667
林俊傑 JJ Lin《交換餘生.mp3,D major,129.19921875
歲月如歌.mp3,D# major,140.625
泡沫.mp3.mp3,F# minor,137.1951219512195
猫生态度.mp3,E major,104.16666666666667
真相.mp3,B minor,125.0
秒速8公里.mp3,D# minor,156.25
絆ノ奇跡.mp3,F major,85.22727272727273
聽見下雨的聲音.mp3,E minor,170.45454545454547
衝上雲霄.mp3,F# major,181.4516129032258
达拉崩吧.mp3,C minor,119.68085106382979
逆光.mp3,F major,144.23076923076923
Blinding Lights.mp3,F minor,85.22727272727273
Bones.mp3,F minor,114.79591836734694
Demons.mp3,D# major,90.7258064516129
Die For You.mp3,D# minor,95.33898305084746
Fire Again.mp3,A minor,100.44642857142857
INTERNET OVERDOSE.mp3,D# minor,81.52173913043478
long shot.mp3,F major,133.92857142857142
Mirror.mp3,E major,127.8409090909091
Overfly.mp3,G# major,133.92857142857142
Payphone.mp3,B major,110.29411764705883
secret base ~君がくれたもの.mp3,F# major,144.23076923076923
Subtitle.mp3,F# major,130.8139534883721
Ticking Away.mp3,D minor,95.33898305084746
Youngblood.mp3,F major,119.68085106382979
シンデレラ.mp3,G minor,156.25
ヒバナ.mp3,F# major,100.44642857142857
ミズキリ.mp3,A# minor,90.7258064516129
不能說的祕密.mp3,C minor,144.23076923076923
妄想感傷代償連盟.mp3,G# major,110.29411764705883
宿命.mp3,F major,165.44117647058823
幸せ.mp3,F# minor,148.02631578947367
強風オールバック.mp3,E minor,133.92857142857142
徒花ネクロマンシー　Album ver#.mp3,A minor,114.79591836734694
我们的爱.mp3,C# minor,148.02631578947367
新時代 (虹色侍 cover).mp3,G major,175.78125
春日影.mp3,B major,193.9655172413793
栞.mp3,D major,87.890625
極楽浄土.mp3,F# minor,130.8139534883721
転生林檎.mp3,D minor,144.23076923076923
雪の音.mp3,D major,170.45454545454547
青花瓷.mp3,A minor,108.17307692307692
