Frequency,Note,Magnitude
468.0,A#4,0.3113739719549287
932.0,A#5,0.19656884440012862
1400.0,F6,0.08209685492592284
468.0,A#4,0.3218641831597952
932.0,A#5,0.18641740078358998
1400.0,F6,0.09469162231407903
468.0,A#4,0.3139265597356773
932.0,A#5,0.1493951664138317
1400.0,F6,0.08804771879888722
468.0,A#4,0.2844746599542943
932.0,A#5,0.10027326285949333
1400.0,F6,0.06669692138835268
468.0,A#4,0.22293369311675634
932.0,A#5,0.0626202540287564
1396.0,F6,0.05359556204700633
464.0,A#4,0.16840092976957813
1392.0,F6,0.03932451376592118
932.0,A#5,0.0392376182379057
464.0,A#4,0.1005449989840435
936.0,A#5,0.0329194578087069
1392.0,F6,0.023393943053471974
464.0,A#4,0.04310394297833727
940.0,A#5,0.02677171976525368
480.0,B4,0.016397603257720623
472.0,A#4,0.024799155436543725
940.0,A#5,0.019972979496947672
1436.0,F6,0.010783171408182706
472.0,A#4,0.016530273909166095
936.0,A#5,0.010184458374575293
1436.0,F6,0.008410964480790165
468.0,A#4,0.011615013890097711
828.0,G#5,0.00651941456117476
1408.0,F6,0.005673431154141754
464.0,A#4,0.01088365787933428
828.0,G#5,0.006058450077267362
1404.0,F6,0.005862754733735372
468.0,A#4,0.010631077944007493
1400.0,F6,0.005423079416074926
832.0,G#5,0.005363330992918199
468.0,A#4,0.011121332026733733
832.0,G#5,0.004753936133286177
1396.0,F6,0.004018805152712546
468.0,A#4,0.009377471875752608
832.0,G#5,0.003414284999053749
1396.0,F6,0.002783993096332376
468.0,A#4,0.006612712949764428
828.0,G#5,0.0019481039831694582
892.0,A5,0.0016361065587986376
468.0,A#4,0.004546384176002732
892.0,A5,0.0014334673052249871
928.0,A#5,0.0012713263249169392
468.0,A#4,0.0033051323705746275
932.0,A#5,0.0019981535163594473
1400.0,F6,0.001344391458788726
468.0,A#4,0.0025524747795345475
932.0,A#5,0.0024693690554208423
1400.0,F6,0.0016562116057552288
932.0,A#5,0.002588217926044224
464.0,A#4,0.0022957289423835496
1400.0,F6,0.0016481332738769033
932.0,A#5,0.002370980477579532
464.0,A#4,0.0018777858876175882
1400.0,F6,0.0012781414359995253
936.0,A#5,0.0021212955433681188
468.0,A#4,0.0013893766665337161
832.0,G#5,0.0011356357005060278
936.0,A#5,0.0018667390467709511
832.0,G#5,0.0010695899840569526
468.0,A#4,0.0010218817588001441
936.0,A#5,0.0011819082790757492
832.0,G#5,0.0007064757496925123
468.0,A#4,0.0006178964800976298
6992.0,A8,0.0011494225517737864
8808.0,C#9,0.0009731428642376323
8008.0,B8,0.0009265750978439441
3712.0,A#7,0.001287199232775957
3848.0,B7,0.0012458928863675175
6712.0,G#8,0.0011441854437231342
3712.0,A#7,0.0016666215065482333
3852.0,B7,0.0014712825238548661
1508.0,F#6,0.001407900321632392
3708.0,A#7,0.0020799663572656814
1508.0,F#6,0.0015835895494363394
1692.0,G#6,0.0013061748618644962
3708.0,A#7,0.0020228491582549826
1508.0,F#6,0.0013269063715231524
1692.0,G#6,0.0010580538679693208
3708.0,A#7,0.0014520893738575202
1536.0,G6,0.0009654371192899565
1512.0,F#6,0.0008956326454748485
364.0,F#4,0.0019854100527013654
356.0,F4,0.0015533221603985208
392.0,G4,0.0010394172807715039
368.0,F#4,0.018295558157282527
384.0,G4,0.009471581573268424
356.0,F4,0.009161569063787435
368.0,F#4,0.0671643325232801
384.0,G4,0.01779825241937307
356.0,F4,0.01609142690829061
368.0,F#4,0.1424137308841214
384.0,G4,0.02149510689088713
740.0,F#5,0.018890348715363676
372.0,F#4,0.20956219699217907
384.0,G4,0.030685959251247327
740.0,F#5,0.029118917170221283
372.0,F#4,0.24174913043273571
384.0,G4,0.05017575780791698
740.0,F#5,0.03163267431325708
372.0,F#4,0.2100370405051733
412.0,G#4,0.07769943992798257
384.0,G4,0.06528544228648972
416.0,G#4,0.1776773520239388
372.0,F#4,0.1340120233136044
400.0,G4,0.09030783509937834
416.0,G#4,0.29927293603804217
400.0,G4,0.07916201485440459
428.0,A4,0.07825071508412726
416.0,G#4,0.3904363724649618
428.0,A4,0.08588057738692215
836.0,G#5,0.08587586939260869
416.0,G#4,0.388876893180451
832.0,G#5,0.09334670437505067
428.0,A4,0.06944808487355501
412.0,G#4,0.293955184155374
828.0,G#5,0.08807383809615708
372.0,F#4,0.08003996918804554
412.0,G#4,0.2274625031338487
368.0,F#4,0.16645356431388597
400.0,G4,0.09700773105014862
368.0,F#4,0.2446795338947611
408.0,G#4,0.13159388715018264
400.0,G4,0.09233244404052954
364.0,F#4,0.27168055500794497
356.0,F4,0.14640645551356465
412.0,G#4,0.06743160218641402
364.0,F#4,0.23603978672527856
352.0,F4,0.20754174802514705
700.0,F5,0.0577121652130335
352.0,F4,0.3071506547051775
364.0,F#4,0.13443668556941427
700.0,F5,0.08885134407299489
348.0,F4,0.38682558772681497
700.0,F5,0.11074277674718207
360.0,F#4,0.05488799013475651
348.0,F4,0.41979453934034544
700.0,F5,0.11023150052834092
336.0,E4,0.03407285381769975
348.0,F4,0.3754350809635003
336.0,E4,0.10575648939295895
700.0,F5,0.08736232020976768
348.0,F4,0.26953103809581436
336.0,E4,0.15320180886710782
320.0,D#4,0.09570066263207949
344.0,F4,0.1871325652734748
336.0,E4,0.14888811847323308
312.0,D#4,0.141784794091542
312.0,D#4,0.21464914005220753
324.0,E4,0.11396825994409375
344.0,F4,0.09735542770524064
312.0,D#4,0.26354834928325693
324.0,E4,0.06591811878997968
624.0,D#5,0.06472607570316898
312.0,D#4,0.2786158779273389
624.0,D#5,0.07518215626683775
348.0,F4,0.035722293383525706
312.0,D#4,0.2714386869960647
624.0,D#5,0.07865041304601106
348.0,F4,0.03327595557943875
312.0,D#4,0.25528522867636194
624.0,D#5,0.07828709692896597
348.0,F4,0.030805743602786803
312.0,D#4,0.23393737301136522
624.0,D#5,0.07557565173488355
324.0,E4,0.03641361490184685
312.0,D#4,0.2171077000172958
624.0,D#5,0.07303493301662116
324.0,E4,0.053435851070271864
312.0,D#4,0.20885600894593234
624.0,D#5,0.07251013744974578
324.0,E4,0.06929512516830044
312.0,D#4,0.19877870572929562
324.0,E4,0.08519362955010454
300.0,D4,0.07060356505548152
312.0,D#4,0.1885593951241296
324.0,E4,0.08517823083775314
300.0,D4,0.07598549301660389
312.0,D#4,0.17496670146664312
324.0,E4,0.07675557149591798
300.0,D4,0.07572698110969976
308.0,D#4,0.18708455476828487
300.0,D4,0.09272750707400237
324.0,E4,0.06897794295028628
308.0,D#4,0.17285438602075898
300.0,D4,0.1115565637951636
324.0,E4,0.09033600500721857
312.0,D#4,0.17736609095430217
300.0,D4,0.1400681913334991
324.0,E4,0.1290477929252511
320.0,D#4,0.1687589785694315
300.0,D4,0.15802611572845765
324.0,E4,0.14117854598784363
316.0,D#4,0.1395699059786104
300.0,D4,0.13763088922059047
280.0,C#4,0.1271890446705095
276.0,C#4,0.18117454165647143
288.0,D4,0.12175496666657726
316.0,D#4,0.07831573918974889
276.0,C#4,0.220052248496994
288.0,D4,0.09826860537060639
304.0,D#4,0.04676301036034158
276.0,C#4,0.20656080597089174
288.0,D4,0.06073537348996911
268.0,C4,0.03324781228268051
276.0,C#4,0.15232674298935694
288.0,D4,0.03516149015442627
320.0,D#4,0.030970811911072003
280.0,C#4,0.10160815670646763
288.0,D4,0.03147195791046384
320.0,D#4,0.02648579881625282
276.0,C#4,0.05530576378591082
288.0,D4,0.025278087978880256
320.0,D#4,0.017755720381508328
276.0,C#4,0.029948876625300318
292.0,D4,0.01365926404793066
332.0,E4,0.01066824849661333
276.0,C#4,0.01648778698454092
312.0,D#4,0.011193099011182227
332.0,E4,0.009756740605180544
312.0,D#4,0.010889768595652197
276.0,C#4,0.010617295305415723
328.0,E4,0.008689515353595835
312.0,D#4,0.008610712921714484
276.0,C#4,0.007392080725845588
332.0,E4,0.006153321760394372
276.0,C#4,0.006537554327521665
312.0,D#4,0.00614506952136113
332.0,E4,0.0044239819009664234
276.0,C#4,0.0077759709071398295
320.0,D#4,0.004600227998637798
324.0,E4,0.004375341647295465
280.0,C#4,0.009014815142737833
320.0,D#4,0.006002092225001765
324.0,E4,0.005594242924845951
284.0,C#4,0.010022296715072113
320.0,D#4,0.005662911608365169
324.0,E4,0.005628956823351406
284.0,C#4,0.010241777615203776
308.0,D#4,0.0052914925378266964
288.0,D4,0.0043689742786400965
280.0,C#4,0.00995682391333449
308.0,D#4,0.004376994042797095
268.0,C4,0.0036731715292602817
276.0,C#4,0.010086101667232695
268.0,C4,0.004219933658770876
300.0,D4,0.0032872594914772667
276.0,C#4,0.007677912553833785
268.0,C4,0.0036043891187387497
296.0,D4,0.0021855898851694147
276.0,C#4,0.0038737579599084533
268.0,C4,0.002056058467751036
296.0,D4,0.001295451682203967
276.0,C#4,0.0013026887745395592
556.0,C#5,0.0008207781032614134
292.0,D4,0.0007853156793783772
556.0,C#5,0.0014759211867210738
272.0,C#4,0.0008470538933107083
572.0,D5,0.0005577869331877154
556.0,C#5,0.001922188308434627
272.0,C#4,0.0008846242736214527
296.0,D4,0.0007409336913492124
556.0,C#5,0.0020401525975955424
276.0,C#4,0.000927365095131735
300.0,D4,0.0009152089425532747
556.0,C#5,0.002021622944768348
276.0,C#4,0.0010864981611760215
288.0,D4,0.0010053428215848305
556.0,C#5,0.002061804833290516
276.0,C#4,0.0012718556300215242
288.0,D4,0.0012127804222376638
556.0,C#5,0.001986731447625992
276.0,C#4,0.0012813754608592331
288.0,D4,0.0011422214833127602
560.0,C#5,0.0016226068936250647
6036.0,F#8,0.0012305725837505593
5544.0,F8,0.0010744097046680445
6036.0,F#8,0.0021514309641459364
5544.0,F8,0.0019632560853012275
5408.0,E8,0.0017381947034335145
6032.0,F#8,0.0024715104533528545
5544.0,F8,0.002365793214578434
5408.0,E8,0.0020192135529435292
6028.0,F#8,0.002058430564785585
5544.0,F8,0.002015759174918589
5404.0,E8,0.0017042662852789975
6028.0,F#8,0.0012006004483327967
5544.0,F8,0.001152601390304272
5404.0,E8,0.0009951658503307126
1612.0,G6,0.0014563203525003266
1616.0,G#6,0.001423947456858251
8220.0,C9,0.0009290312386478632
1612.0,G6,0.0026039033676566784
1616.0,G#6,0.0024546650881624365
8192.0,C9,0.0020694630151076193
8572.0,C9,0.003370280071075822
1616.0,G#6,0.003202067398206155
1612.0,G6,0.0031818826845028273
8572.0,C9,0.004070069953636198
8028.0,B8,0.003950569943459444
1684.0,G#6,0.003642343000636195
7992.0,B8,0.004436563238777049
1684.0,G#6,0.004042456611036164
8568.0,C9,0.0037078626956933095
7992.0,B8,0.004165573436757791
1684.0,G#6,0.0032265802654980968
8568.0,C9,0.0025521610057329886
7992.0,B8,0.0027671257937132527
3396.0,G#7,0.001894929478064748
2868.0,F7,0.0018357398491216216
308.0,D#4,0.004797102680743629
300.0,D4,0.003926104430491523
2860.0,F7,0.001647540665391886
312.0,D#4,0.019859931770785176
300.0,D4,0.008562680613087733
324.0,E4,0.004420895786743828
312.0,D#4,0.04434545343281904
292.0,D4,0.010174724638876262
324.0,E4,0.009826332074006319
312.0,D#4,0.06289491628699245
144.0,D3,0.019292209110256576
292.0,D4,0.016725099713033043
312.0,D#4,0.06077074819041769
144.0,D3,0.045669980789098875
140.0,C#3,0.032530768189633144
144.0,D3,0.07348449799562208
316.0,D#4,0.04994168166138456
140.0,C#3,0.04478458242095501
148.0,D3,0.09375063420365423
152.0,D#3,0.05052184103421809
140.0,C#3,0.04601851334200839
148.0,D3,0.09237866111689166
152.0,D#3,0.07078360091870764
308.0,D#4,0.03716596940359967
152.0,D#3,0.07547302470762905
148.0,D3,0.06669935656797987
308.0,D#4,0.03679998604597755
156.0,D#3,0.05820877360142927
148.0,D3,0.033410936966446945
312.0,D#4,0.026327305174112945
156.0,D#3,0.03923955106524843
444.0,A4,0.03270366507312955
192.0,G3,0.03263520849367105
444.0,A4,0.06886236821915415
416.0,G#4,0.05215634791786658
192.0,G3,0.04897244014326575
444.0,A4,0.09118202468701327
456.0,A#4,0.06160758321512555
416.0,G#4,0.06099491755913958
276.0,C#4,0.09312950649295618
448.0,A4,0.08545591306728531
536.0,C5,0.08430577559140717
276.0,C#4,0.14322662682510634
544.0,C#5,0.09910840658921333
532.0,C5,0.08511963296818778
276.0,C#4,0.15516336106423292
296.0,D4,0.10851064567382934
304.0,D#4,0.10426310385146126
312.0,D#4,0.16879840628471104
624.0,D#5,0.14593083915834965
276.0,C#4,0.12065918049114048
312.0,D#4,0.23747946399174663
624.0,D#5,0.20196683648162522
300.0,D4,0.11257322106255369
312.0,D#4,0.2668031206361498
624.0,D#5,0.21216355672201634
300.0,D4,0.09233625620848473
312.0,D#4,0.26354493763664155
624.0,D#5,0.19176937703244593
300.0,D4,0.08387550207553801
312.0,D#4,0.24255894418526905
624.0,D#5,0.18139755531824364
924.0,A#5,0.1094566241681182
312.0,D#4,0.2144578853488847
624.0,D#5,0.20334474986311396
924.0,A#5,0.14120197598243928
624.0,D#5,0.24263148744629345
312.0,D#4,0.17764538222568974
932.0,A#5,0.17405412813275362
624.0,D#5,0.2738647508699566
932.0,A#5,0.23217092377919016
312.0,D#4,0.1447350568539175
624.0,D#5,0.28346769065368954
932.0,A#5,0.2453972972789666
1244.0,D#6,0.18744669656136642
624.0,D#5,0.2688345145569066
936.0,A#5,0.22929704643178914
1244.0,D#6,0.20129954271765574
624.0,D#5,0.21763805570130412
932.0,A#5,0.17562696615546913
1244.0,D#6,0.16158300632173356
620.0,D#5,0.15176406060617692
1240.0,D#6,0.11697297542742968
932.0,A#5,0.11608716604293558
288.0,D4,0.0822556037537166
620.0,D#5,0.08181178597957985
284.0,C#4,0.08022981584597356
556.0,C#5,0.09331884736186573
276.0,C#4,0.09294481530431914
288.0,D4,0.07016186131023014
556.0,C#5,0.17297321538382932
276.0,C#4,0.12937384572512547
1112.0,C#6,0.05638310517124471
556.0,C#5,0.23104211185885218
276.0,C#4,0.16482852052602004
1392.0,F6,0.07955874643828434
556.0,C#5,0.24935848920064727
276.0,C#4,0.1810479729713562
1392.0,F6,0.1093621414438651
556.0,C#5,0.2347889382455208
280.0,C#4,0.1750950915222994
1396.0,F6,0.12492508554362515
556.0,C#5,0.20869552996038707
280.0,C#4,0.19326746735883188
1396.0,F6,0.12064828044320706
276.0,C#4,0.1934014544114326
556.0,C#5,0.18209997160789893
1396.0,F6,0.09299495854596686
276.0,C#4,0.21744532252691404
556.0,C#5,0.1483682145582686
1380.0,F6,0.07492638425554556
276.0,C#4,0.21431367378255434
556.0,C#5,0.12174197495289842
832.0,G#5,0.07620882176228566
276.0,C#4,0.18215650003826428
556.0,C#5,0.11729120870056309
832.0,G#5,0.11490122038815094
832.0,G#5,0.1927269955957151
280.0,C#4,0.1735287404445236
556.0,C#5,0.1485017517533016
832.0,G#5,0.2757667082672197
556.0,C#5,0.20027667581158376
280.0,C#4,0.15276064333011652
832.0,G#5,0.3219222053724348
556.0,C#5,0.23918172581720779
1388.0,F6,0.18798676559068683
832.0,G#5,0.3156117576194429
556.0,C#5,0.25216661121593187
1388.0,F6,0.2084526001781635
832.0,G#5,0.26728930528664796
556.0,C#5,0.2421743046946724
1388.0,F6,0.18945154597034042
552.0,C#5,0.20930587955192365
832.0,G#5,0.19750813647205584
1388.0,F6,0.1367328548057738
552.0,C#5,0.16104143479221972
832.0,G#5,0.1222787359334465
1388.0,F6,0.07571142793485512
556.0,C#5,0.08855272944813761
228.0,A#3,0.08085337159862191
224.0,A3,0.07454092853647203
228.0,A#3,0.10886331424190519
240.0,B3,0.08212724690872096
224.0,A3,0.08042738773282121
232.0,A#3,0.12588452135571263
240.0,B3,0.075624250561917
468.0,A#4,0.07533827316109064
232.0,A#3,0.17620145541530366
468.0,A#4,0.07242402045558959
1412.0,F6,0.06651822267725599
232.0,A#3,0.20027591297038
1412.0,F6,0.06625135398309348
468.0,A#4,0.05991694229233666
232.0,A#3,0.20181348995758744
468.0,A#4,0.06754163461958398
700.0,F5,0.06120702685949281
232.0,A#3,0.1943557962612775
468.0,A#4,0.08806052029483205
700.0,F5,0.066875998243238
232.0,A#3,0.19109447798411153
468.0,A#4,0.08601630397193735
700.0,F5,0.06821523449140629
232.0,A#3,0.1900380711713361
464.0,A#4,0.07912656338654159
700.0,F5,0.059907162858442616
232.0,A#3,0.1779277170143547
460.0,A#4,0.06406785066998194
700.0,F5,0.06033680244311987
232.0,A#3,0.15471982300519105
700.0,F5,0.08634932330316913
476.0,A#4,0.08035100231756111
232.0,A#3,0.13523905393775165
700.0,F5,0.12865495136476615
1400.0,F6,0.0883159669479068
700.0,F5,0.16708466966019084
1400.0,F6,0.15305640970812723
232.0,A#3,0.13295372142376646
1400.0,F6,0.2046252100345038
700.0,F5,0.1818867606209953
232.0,A#3,0.14233596075890054
1400.0,F6,0.2117645087050546
700.0,F5,0.16172004952761498
232.0,A#3,0.1532030474636763
1400.0,F6,0.17026277505819556
232.0,A#3,0.15426704927805215
700.0,F5,0.11749397160704525
232.0,A#3,0.13514950661575292
1400.0,F6,0.10197453020930637
456.0,A#4,0.07049993683504996
232.0,A#3,0.0962956118090212
452.0,A4,0.0647013524237555
224.0,A3,0.0625326397508861
232.0,A#3,0.05208390300870628
224.0,A3,0.04954774963870119
452.0,A4,0.048271225468220075
416.0,G#4,0.06018910992972467
208.0,G#3,0.05715788961610538
620.0,D#5,0.04542117895062644
416.0,G#4,0.10999265068844724
208.0,G#3,0.09663499634759233
620.0,D#5,0.07363456784647567
416.0,G#4,0.15450908387281206
208.0,G#3,0.13322977406652897
624.0,D#5,0.0958376166777851
416.0,G#4,0.18138932846905284
208.0,G#3,0.15522434789261402
832.0,G#5,0.11835076406746042
416.0,G#4,0.1862467525699233
208.0,G#3,0.16332275555750925
832.0,G#5,0.12144505401933951
208.0,G#3,0.1681106792112839
416.0,G#4,0.1669430123598617
832.0,G#5,0.1028319888413922
208.0,G#3,0.17814551744935433
412.0,G#4,0.13966527099563872
624.0,D#5,0.08272834767490515
208.0,G#3,0.19407810446426652
412.0,G#4,0.11741182449741036
624.0,D#5,0.06932819698726046
208.0,G#3,0.20123553129155938
416.0,G#4,0.09805434348031124
624.0,D#5,0.07568292372743998
208.0,G#3,0.188170114327678
416.0,G#4,0.11002260057892693
624.0,D#5,0.10493634597130487
208.0,G#3,0.15956314323269916
624.0,D#5,0.1476230154575983
416.0,G#4,0.12635041904659491
624.0,D#5,0.17994848991572804
416.0,G#4,0.1419575777436693
208.0,G#3,0.13086472463125245
624.0,D#5,0.17773384283991367
416.0,G#4,0.13791791038037401
1664.0,G#6,0.13097975932378447
620.0,D#5,0.1505296912185386
416.0,G#4,0.11261452803907755
1664.0,G#6,0.1028222040576385
620.0,D#5,0.10988428306762586
416.0,G#4,0.07591290195251953
1664.0,G#6,0.06081033911722901
620.0,D#5,0.05642257026597085
416.0,G#4,0.03857024564206301
204.0,G#3,0.031053564237668883
624.0,D#5,0.019782664976501392
204.0,G#3,0.013643123938223891
416.0,G#4,0.012751455033843322
464.0,A#4,0.03455154004848625
452.0,A4,0.025069752735565286
236.0,A#3,0.020542890339506892
456.0,A#4,0.07870604665793209
452.0,A4,0.07519651981819757
224.0,A3,0.04515658362139057
452.0,A4,0.12795786672641696
456.0,A#4,0.1197888189735901
224.0,A3,0.06944560077846403
452.0,A4,0.14859569409066117
456.0,A#4,0.12255110651189983
224.0,A3,0.07427034644161357
448.0,A4,0.13160949346332695
420.0,G#4,0.12326278695805673
456.0,A#4,0.08475836175943277
416.0,G#4,0.16686073343847493
624.0,D#5,0.1210043700407718
208.0,G#3,0.09055370102168016
416.0,G#4,0.20843716169705814
624.0,D#5,0.16262576082283253
208.0,G#3,0.10814535417715002
416.0,G#4,0.2194292137808965
624.0,D#5,0.18546957944369832
208.0,G#3,0.11119470165587096
416.0,G#4,0.21631058003671547
624.0,D#5,0.20337811968066308
208.0,G#3,0.09537013011649646
624.0,D#5,0.22739250136652098
416.0,G#4,0.2229797559628865
204.0,G#3,0.08372768724153569
624.0,D#5,0.24578229740689006
416.0,G#4,0.23066178140122154
204.0,G#3,0.08291406401402382
624.0,D#5,0.2441615647341434
416.0,G#4,0.22403503016018794
204.0,G#3,0.07936458943733579
624.0,D#5,0.21245563617398708
416.0,G#4,0.19178387233238423
208.0,G#3,0.09036619321303035
624.0,D#5,0.15462542117216826
416.0,G#4,0.13851609787253047
208.0,G#3,0.0980605548873617
188.0,F#3,0.09432781446707925
372.0,F#4,0.09272532698405808
624.0,D#5,0.08989697334668863
184.0,F#3,0.13534212967821027
372.0,F#4,0.12584035722899933
556.0,C#5,0.09548844511946207
184.0,F#3,0.16105065827490328
368.0,F#4,0.1417823208868227
556.0,C#5,0.12861450458120952
184.0,F#3,0.16242406841567392
372.0,F#4,0.14809694557637249
552.0,C#5,0.1452898858558732
372.0,F#4,0.14660544723313587
184.0,F#3,0.14343876418108623
552.0,C#5,0.13650391239408863
188.0,F#3,0.12347209361214714
372.0,F#4,0.12228000931704743
552.0,C#5,0.10631523903718793
624.0,D#5,0.1242361017781249
836.0,G#5,0.09946916562532492
188.0,F#3,0.08779037010814986
624.0,D#5,0.16758590721628605
832.0,G#5,0.12790972362465775
208.0,G#3,0.11116549472639702
624.0,D#5,0.17020863725748003
208.0,G#3,0.13404998898025272
832.0,G#5,0.13207162132407604
208.0,G#3,0.15013732622250994
620.0,D#5,0.14545630085219532
832.0,G#5,0.100510048981738
208.0,G#3,0.1770378525969561
620.0,D#5,0.10584261855857773
412.0,G#4,0.07946060970487354
208.0,G#3,0.21610561755585966
412.0,G#4,0.07803706318946178
620.0,D#5,0.05720456342161031
208.0,G#3,0.25059689711067934
412.0,G#4,0.07491362776005121
1244.0,D#6,0.03161155458339102
208.0,G#3,0.25761130711218555
412.0,G#4,0.06946949746785683
632.0,D#5,0.040876760527178
208.0,G#3,0.23386228911750168
628.0,D#5,0.0754572557564964
412.0,G#4,0.06826499053763499
208.0,G#3,0.19377022768073945
624.0,D#5,0.11350539508105807
832.0,G#5,0.09480097792503053
208.0,G#3,0.1474073189576926
624.0,D#5,0.14498421226096397
828.0,G#5,0.1177733293087014
624.0,D#5,0.1349918888906134
704.0,F5,0.10740228424505048
828.0,G#5,0.10463845123202592
704.0,F5,0.18996259574096463
940.0,A#5,0.11275610399390032
1416.0,F6,0.0976996793322091
704.0,F5,0.22776456175605175
940.0,A#5,0.1321557840558434
232.0,A#3,0.12483912921575267
700.0,F5,0.2308420830247651
232.0,A#3,0.15308615675036294
940.0,A#5,0.1110514368090897
696.0,F5,0.17687362915409205
228.0,A#3,0.168066123827654
224.0,A3,0.09951924684170509
228.0,A#3,0.21258913790828718
224.0,A3,0.16893814170855795
696.0,F5,0.1267547344772187
224.0,A3,0.20374809079904763
228.0,A#3,0.19860270915006323
452.0,A4,0.08911760735896292
224.0,A3,0.1733311652628357
228.0,A#3,0.144811128968524
452.0,A4,0.08426758887216843
224.0,A3,0.10201450087188559
228.0,A#3,0.08131113605688306
196.0,G3,0.06979463002390074
192.0,G3,0.06219826646970514
188.0,F#3,0.05566146631622803
204.0,G#3,0.04834093700082487
168.0,E3,0.051147096892274535
172.0,F3,0.0494833209626579
184.0,F#3,0.04922668109131683
164.0,E3,0.05780863959223831
160.0,D#3,0.05062195167773107
172.0,F3,0.0383899899540559
164.0,E3,0.052935967065309335
160.0,D#3,0.051063701278048844
172.0,F3,0.019542366507222138
160.0,D#3,0.03680763893588229
164.0,E3,0.03456139845561347
148.0,D3,0.021096709721522795
164.0,E3,0.01765388570032008
148.0,D3,0.016919763917449912
160.0,D#3,0.01626749654155248
228.0,A#3,0.0113365758975899
700.0,F5,0.009083970085608855
148.0,D3,0.008838220104003112
700.0,F5,0.009899480613927012
228.0,A#3,0.008477200110026718
208.0,G#3,0.007131040603348161
700.0,F5,0.008890243192508645
208.0,G#3,0.007067957124340664
228.0,A#3,0.006058998083328874
208.0,G#3,0.006548535963027497
700.0,F5,0.00634366749192643
1488.0,F#6,0.004768678003543341
208.0,G#3,0.005637374109951981
348.0,F4,0.004718209062771235
696.0,F5,0.004247606763238836
348.0,F4,0.004673299655455139
208.0,G#3,0.004563740199353881
692.0,F5,0.0037145322658820113
348.0,F4,0.004074457466422092
696.0,F5,0.0034874515990384633
208.0,G#3,0.0034776875595651604
700.0,F5,0.0036167169826118242
348.0,F4,0.0033105331179416235
228.0,A#3,0.003256642801027728
700.0,F5,0.0031567896362307
228.0,A#3,0.003023704896343349
348.0,F4,0.0026209101997534457
1768.0,A6,0.0036369730170182943
